,0
101,1.9036925088981955
102,1.8920988817270747
103,1.8804515972335423
104,1.8682810751725467
105,1.8559242085424181
106,1.843197043190863
107,1.82973929764385
108,1.815942194802367
109,1.8017035520489484
110,1.7872215809425502
111,1.7724961727999746
112,1.7575028384456202
113,1.7423951217267422
114,1.727459080122337
115,1.7127399102962686
116,1.6982527668672154
117,1.6836347440818409
118,1.6691897320266242
119,1.6548114847579196
120,1.6406643476512908
121,1.6266004753444903
122,1.6125667081643682
123,1.5987675589362615
124,1.584838957494655
125,1.5709639188686995
126,1.5570402846562443
127,1.54295508944878
128,1.5291778246825518
129,1.5150472174349627
130,1.5010386547768653
131,1.487172351065789
132,1.4732335209866458
133,1.4594903199568825
134,1.445940977524569
135,1.432068325471791
136,1.418718975075137
137,1.405228446285923
138,1.391641668031684
139,1.3780840572075315
140,1.3647830649104618
141,1.3518590293364752
142,1.3391466240007899
143,1.3266533489025742
144,1.3143833223781292
145,1.3021175219627463
146,1.2900917255739193
147,1.2782088425247518
148,1.2666776257393242
149,1.2552636438044302
150,1.2438820994326434
151,1.2323080219707852
152,1.2207050653360227
153,1.2088942533043057
154,1.1969179594026074
155,1.1850465198362576
156,1.172822260411778
157,1.1607044096307604
158,1.1484173722286828
159,1.136284913326367
160,1.124402594853672
161,1.11264651088233
162,1.1013567231811558
163,1.090220008547454
164,1.0795317051739188
165,1.0694398826907665
166,1.059847346653001
167,1.0510223717364182
168,1.0430584316642013
169,1.0358025908998976
170,1.029221016268144
171,1.0234157464818567
172,1.0183429492414318
173,1.014235683943451
174,1.0110641392214503
175,1.008722825417561
176,1.0071930367169393
177,1.0066057496559593
178,1.0066339048381738
179,1.0074409713109722
180,1.0092053228342848
181,1.012107950007954
182,1.0157084908381913
183,1.0203999133672523
184,1.0260272783905269
185,1.0328313660579285
186,1.0404968988575052
187,1.0488989028482725
188,1.0578842814536402
189,1.0671301162731075
190,1.0773579334294665
191,1.088114033456259
192,1.099312320191028
193,1.1108686098300393
194,1.1231191183642868
195,1.135495622073957
196,1.1483074226936194
197,1.1612644128344718
198,1.1743690288679283
199,1.187438248418564
200,1.2004084892015996
201,1.2131765909758163
202,1.2258087000137627
203,1.2384478407016384
204,1.2506420554242252
205,1.2625237382862842
206,1.2741466575584897
207,1.2854193823744666
208,1.2966090157652994
209,1.307633694821243
210,1.3185135524479432
211,1.3284604665458504
212,1.3377327638535055
213,1.346770762609609
214,1.3556726977988982
215,1.3642169030509774
216,1.3728879246784247
217,1.3816252600183279
218,1.3903826621842839
219,1.3995709887071466
220,1.4080685271602764
221,1.4166604600205346
222,1.425146075328182
223,1.4336970524613715
224,1.4422310585928035
225,1.4505765613699317
226,1.458653106247705
227,1.46679429062347
228,1.4746676504203444
229,1.4824724749822087
230,1.490262258923442
231,1.4977507898214577
232,1.5053274958708591
233,1.512272850516807
234,1.5191786058081773
235,1.526072979721701
236,1.5329380558390298
237,1.539776589578284
238,1.5466171018342079
239,1.5534422379989345
240,1.560202281447077
241,1.567377129073849
242,1.5749829338676065
243,1.5824765537027705
244,1.5897505789253876
245,1.5969517319373052
246,1.6038830610815302
247,1.6101198085052941
248,1.6157740904383031
249,1.6211218031307126
250,1.6263447257610366
251,1.6312523490570863
252,1.6356435434002938
253,1.6396509158534134
254,1.6432496274461523
255,1.6465390413129597
256,1.6493025218452946
257,1.65171956798229
258,1.6536659875593982
259,1.6551603104943773
260,1.6563017358156538
261,1.6571083919193095
262,1.6576950130940538
263,1.6582479550047173
264,1.658589187962012
265,1.658688813696195
266,1.6585168796548864
267,1.658287197124036
268,1.6575699250207934
269,1.6566662967484034
270,1.6557818049205733
271,1.6545969061248949
272,1.65302227452165
273,1.65110756351816
274,1.648922736496087
275,1.6464479551036653
276,1.6436879716559805
277,1.6407597264483134
278,1.6377245098817599
279,1.6346249820452248
280,1.6317293578239371
281,1.6289919967383164
282,1.6264516524693542
283,1.623962432760301
284,1.6213219832301482
285,1.618532200110944
286,1.6159609196382851
287,1.613310947769275
288,1.6106518381523345
289,1.608021848378452
290,1.605436119313031
291,1.602939869377739
292,1.6006186675030771
293,1.5983144461846792
294,1.5960266068243956
295,1.593695361713764
296,1.5913807133120839
297,1.5890152383639298
298,1.586595436450138
299,1.584184075975189
300,1.5814958204633498
301,1.5789783013956322
302,1.576491515892811
303,1.5742374324121364
304,1.5721393188028772
305,1.5701612182034628
306,1.5683783057239475
307,1.5665399989986628
308,1.564694493666745
309,1.5626247667786515
310,1.5605005632182756
311,1.5580570808226875
312,1.5554656308330659
313,1.552736491194851
314,1.5499179735204665
315,1.5469685921235372
316,1.5438314728087736
317,1.5407700697809368
318,1.5376645491037153
319,1.5346245689636855
320,1.5315665491408723
321,1.5285142300614216
322,1.525415010492737
323,1.5224084059672949
324,1.519235079603312
325,1.515975922271377
326,1.5126949447988658
327,1.509559047749586
328,1.5064910969330543
329,1.5034192994923128
330,1.5005704739266559
331,1.4976239610409412
332,1.4948465979277694
333,1.4919821829496187
334,1.4891598880280164
335,1.4862055722205134
336,1.4832921766697154
337,1.4805789387724848
338,1.4776004160387206
339,1.4747383778066443
340,1.4717493267596162
341,1.469016565789466
342,1.4662374083883642
343,1.4632670486525539
344,1.4601544718129258
345,1.4569895776707111
346,1.453666736602777
347,1.450188954411598
348,1.4466989318058041
349,1.442946629526867
350,1.4390641898852836
351,1.4350015970792986
352,1.4304412218509936
353,1.42544997964687
354,1.4205264839032368
355,1.415277477630678
356,1.4098174130924057
357,1.4038693779549256
358,1.397633848112601
359,1.3912504571809632
360,1.3843570523081727
361,1.377196141945237
362,1.36945293135129
363,1.361165329853855
364,1.3524820063828449
365,1.3435192130591207
366,1.3342538002814108
367,1.3247855288503523
368,1.3154193696213115
369,1.3060265068704553
370,1.2965799253383528
371,1.2870643858788966
372,1.2779312574881967
373,1.2687719666622594
374,1.2598315956854427
375,1.2510639588370063
376,1.2424734676286135
377,1.2341386741350302
378,1.2259122857230842
379,1.2178173784208548
380,1.2098836699788282
381,1.2024251882550727
382,1.1955337023716617
383,1.189321546066313
384,1.1834735669632723
385,1.17833982294345
386,1.1741100139086367
387,1.1704901158952417
388,1.167412980012037
389,1.1648271767511909
390,1.1630309051106456
391,1.1621512628532467
392,1.1620966891085078
393,1.1631291965370856
394,1.1650905317262128
395,1.167904009107666
396,1.171822450758006
397,1.1765257398434037
398,1.1817379620960475
399,1.1875565893120923
400,1.1941051211644091
401,1.2015888874704634
402,1.2094046171571609
403,1.2175784377809755
404,1.2263147569007236
405,1.2357157302577357
406,1.2452780544873732
407,1.255488655538608
408,1.2661716557462428
409,1.277517641090353
410,1.2891393021503008
411,1.3011476330718414
412,1.3138004574761812
413,1.3263997755437182
414,1.3390175089759115
415,1.351510167486169
416,1.3640029907394924
417,1.3767683929786485
418,1.38980924205304
419,1.403233425489219
420,1.4169135365539989
421,1.4308597461873787
422,1.4448093185853268
423,1.4589672837371344
424,1.4732137992581074
425,1.487762542530885
426,1.5026319228341822
427,1.5175897085321957
428,1.532846856974872
429,1.5482589148070505
430,1.563737533373927
431,1.5790176039753339
432,1.5941362071425644
433,1.609354522602632
434,1.624563249980577
435,1.6396516179229073
436,1.6548100526075502
437,1.6697930087773496
438,1.6847895102924901
439,1.6997356040813656
440,1.7143714229753717
441,1.7288898761577913
442,1.7429184199966832
443,1.7567749643328117
444,1.770282886300269
445,1.7835622464205327
446,1.796810812484054
447,1.810071140414531
448,1.8229060142722993
449,1.8351145912833036
450,1.8464912421328112
451,1.8569540752099734
452,1.8666533244887236
453,1.8754868287815525
454,1.8833254313925363
455,1.8899310975592851
456,1.8953966101825275
457,1.899899976964835
458,1.903290832337814
459,1.9062106213090593
460,1.9085861826269293
461,1.910636585287773
462,1.9122525200266276
463,1.9133715675687253
464,1.9142771511666166
465,1.9149638834736087
466,1.9153341622319782
467,1.9151069644474152
468,1.9139354068673906
469,1.9117588490495476
470,1.908498948771874
471,1.9037151979189284
472,1.8974734488834006
473,1.8896562846512701
474,1.8808373566182244
475,1.8707714728651987
476,1.8597043612997126
477,1.8475721149138622
478,1.8351536873473075
479,1.8225368416711871
480,1.8097237646459607
481,1.7969320589660642
482,1.7844268466923205
483,1.7722339483275786
484,1.7603708365624744
485,1.7487595979933934
486,1.737493426628142
487,1.7263460460831548
488,1.7155067126314893
489,1.704817033432415
490,1.6943491456764757
491,1.6840298590508425
492,1.6736862281832532
493,1.6632967230445543
494,1.6525822253033318
495,1.6418602104875641
496,1.6312451095297358
497,1.620699122069361
498,1.6103377671418058
499,1.6002774112494274
500,1.5904645811040277
501,1.5813950753753034
502,1.5731131919291084
503,1.565486057801734
504,1.558259745090918
505,1.5518604243013983
506,1.5459476091421682
507,1.5405468816966221
508,1.5353869350844616
509,1.5302892728293127
510,1.5254846683444612
511,1.5208548572967944
512,1.5166540883528672
513,1.5124821994285553
514,1.5086565339646745
515,1.5050251698871389
516,1.5015065688289666
517,1.4983081618166012
518,1.4952417570287049
519,1.4924097186664307
520,1.48970468912782
521,1.4871869901607297
522,1.4848452440253903
523,1.4826392464599905
524,1.4808014234712226
525,1.4791210918473379
526,1.4778293776936686
527,1.476907823228227
528,1.476410157092523
529,1.476464896714083
530,1.477177242800045
531,1.4785673750690578
532,1.480631151144721
533,1.4834210656380549
534,1.4871060164836696
535,1.4912739462006224
536,1.4961469903379776
537,1.5017059773144268
538,1.5080564108164989
539,1.514962072384362
540,1.522342675527393
541,1.5302093538357922
542,1.5387480732384642
543,1.547881674164099
544,1.55736760014731
545,1.56681917975127
546,1.5765394719894283
547,1.5863973763065962
548,1.5965271063042967
549,1.6067407087321888
550,1.6170760836728537
551,1.627494395657783
552,1.6377956982748834
553,1.6481797026601
554,1.658795457941946
555,1.6693826992668273
556,1.6799857889213556
557,1.6906623706243937
558,1.7014487057506325
559,1.712266885139242
560,1.7234664836945839
561,1.7346345981062838
562,1.7459151205316832
563,1.757218895529243
564,1.768262469198149
565,1.7790794453752075
566,1.7898457796484666
567,1.8005500201531828
568,1.810852064537867
569,1.8207906564099434
570,1.8305188505508578
571,1.8399247648533916
572,1.8487125597220542
573,1.856883826336208
574,1.8646136328948888
575,1.8725281219889751
576,1.8804481172997076
577,1.8883220937531136
578,1.8960147164719037
579,1.9037804978530684
580,1.9113383672846214
581,1.918629026265831
582,1.9256274859646854
583,1.9324007365272537
584,1.9384419704788074
585,1.943928888067931
586,1.9488642243117822
587,1.9530389708709142
588,1.9567854765515151
589,1.9604133496593745
590,1.9634621500999083
591,1.9659849437845576
592,1.9678194176569863
593,1.9690453492836537
594,1.9698828646037974
595,1.9702932654334178
596,1.970115223446766
597,1.9691147626978276
598,1.9673884721786512
599,1.9647952655394376
600,1.9615893770649873
601,1.9576938022695154
602,1.9532557907402552
603,1.9486688014318259
604,1.9438288716759606
605,1.938763729379644
606,1.9336337769262832
607,1.9279528609293501
608,1.9220877444902251
609,1.916114461521568
610,1.9102610083063605
611,1.9041733190692962
612,1.8978373756883742
613,1.8912268838159467
614,1.8847537170471549
615,1.8783149833059318
616,1.8717757830208652
617,1.8652031044900057
618,1.8586329020780175
619,1.8519158705445344
620,1.845291074188038
621,1.838398971227338
622,1.8315692606818574
623,1.8247985727871698
624,1.8177869501892274
625,1.8107723084957625
626,1.803841043174855
627,1.7970568930926458
628,1.790355404901921
629,1.783963302946636
630,1.7775885019012063
631,1.771324891807276
632,1.7655862829242583
633,1.7598894890603622
634,1.7545815471655821
635,1.7493909116254838
636,1.744297678426107
637,1.7394048673241933
638,1.7345117681357625
639,1.7294488224357205
640,1.7242354776800168
641,1.7192646695588005
642,1.714684658741615
643,1.7105343435482712
644,1.7069249695375677
645,1.703768394930899
646,1.701033995320197
647,1.6985590637184853
648,1.696195986821229
649,1.6938686662728273
650,1.6915175133075386
651,1.6892068817571604
652,1.6866972065169874
653,1.6842584689656308
654,1.6816704024301492
655,1.6790357063599974
656,1.6761415368519503
657,1.673074790405064
658,1.669899070064482
659,1.666945495610144
660,1.6642370468506738
661,1.661876243509683
662,1.6594968700736425
663,1.6573105195683309
664,1.6554702825295948
665,1.6539475765851024
666,1.652796455737453
667,1.6519577981296476
668,1.651628258115053
669,1.6517096892261247
670,1.652220570382225
671,1.6527619448221353
672,1.653468306489508
673,1.654250405934615
674,1.6544210416025524
675,1.6541068022567549
676,1.6536939553212893
677,1.6531766530761125
678,1.652512283361846
679,1.6519069805340652
680,1.651164513506306
681,1.6502912884485554
682,1.649481735554263
683,1.6484426499894216
684,1.6474368274043028
685,1.6464394106265026
686,1.6454527739622928
687,1.6447560213237453
688,1.644014789443608
689,1.6433955943089933
690,1.6422188606926733
691,1.6407666377076449
692,1.6389323745878146
693,1.6367141000978611
694,1.6340810668357182
695,1.6307599759128668
696,1.6269152205354263
697,1.6226418958367173
698,1.6177731060059528
699,1.6125089708902351
700,1.6069276193568003
701,1.6008968889351358
702,1.5947933431234398
703,1.5882513015587492
704,1.5816524018547384
705,1.5750334892024827
706,1.5683140259322448
707,1.5613118320590889
708,1.5540821683239276
709,1.5466223687765948
710,1.5389838863911975
711,1.5314117889409191
712,1.5237155706792762
713,1.5159937943966328
714,1.5079653775911572
715,1.4998989114699002
716,1.4920535386358398
717,1.4838695752947815
718,1.4754185625599079
719,1.4664468819488912
720,1.457644740650019
721,1.4487102186966112
722,1.439752730945216
723,1.4305251118426854
724,1.4208391231639395
725,1.4105819118568694
726,1.4004616349236638
727,1.3903920343500078
728,1.3800846085395007
729,1.369532429345385
730,1.3584331794797524
731,1.347117723695491
732,1.3356778872842723
733,1.323892492111102
734,1.3121194323872458
735,1.3001957953588419
736,1.287746344345687
737,1.2754852945637551
738,1.2634254939881402
739,1.2509837367978212
740,1.2386736203566404
741,1.2259173408015553
742,1.213003644696436
743,1.1998994081197003
744,1.1865211093853754
745,1.1727731117881008
746,1.1589486010320997
747,1.144911970101082
748,1.1307482022452284
749,1.1170296073773265
750,1.1029761596788372
751,1.0884420153871615
752,1.0739339434310342
753,1.0594738048787125
754,1.0451565777985603
755,1.0311832302407797
756,1.0171383768834747
757,1.0026819069748643
758,0.9883914037756896
759,0.9744805369365372
760,0.9609248952472492
761,0.9477126913025798
762,0.9344707370950607
763,0.9217564850506393
764,0.9089927974087353
765,0.896846687304136
766,0.8849967838012613
767,0.8736329787701759
768,0.8626780418408755
769,0.8522898922890205
770,0.8425330614027935
771,0.8332457231533672
772,0.8247049968357054
773,0.816716415166912
774,0.8096444005460421
775,0.8032675187568812
776,0.7975231935699096
777,0.7922970311052776
778,0.7876369622127994
779,0.783546673074403
780,0.7799581403270905
781,0.7770303475468553
782,0.7749976089724923
783,0.7739705822246656
784,0.77381850431748
785,0.774268805549071
786,0.7757353854507139
787,0.7778928167856514
788,0.7808653996241676
789,0.7845927065162667
790,0.7891852493155546
791,0.7945900178280828
792,0.8005170978806053
793,0.807581020971393
794,0.8152959665361643
795,0.8239300676091282
796,0.8331667354305686
797,0.8429281108074295
798,0.8537363412238788
799,0.8652930366127142
800,0.8774323041604244
801,0.8902428236290174
802,0.9034064226642079
803,0.9176606953135085
804,0.9320908166623971
805,0.9466570387402369
806,0.9614238724712342
807,0.9762477761479917
808,0.9912034846049174
809,1.0058649227723027
810,1.0202748803934603
811,1.0352408599174208
812,1.0499961413937853
813,1.063914559512902
814,1.077666090928664
815,1.091194224559235
816,1.1046737802329702
817,1.1176215217226675
818,1.130321462568156
819,1.1429335049801008
820,1.1549770193562845
821,1.1669695959238089
822,1.1789856433102246
823,1.1903660760749821
824,1.2012826487740895
825,1.2117019960036346
826,1.2216525333084345
827,1.231089794775667
828,1.2400847249059836
829,1.248382449257971
830,1.2561254921068234
831,1.2634582572221413
832,1.2704047301990682
833,1.2766491170254854
834,1.2828233530924298
835,1.2887100867038395
836,1.2941012230963083
837,1.2990445562572763
838,1.3035685145294165
839,1.3077153079315469
840,1.3112633346167006
841,1.3141022809272302
842,1.3161578988103144
843,1.3173760217356807
844,1.3177781976951786
845,1.3176285592528572
846,1.3168983560785585
847,1.3159880987975388
848,1.3149925955169512
849,1.3136715509257437
850,1.312050543976942
851,1.3105744922488434
852,1.309310685148076
853,1.3081237349889188
854,1.3073291035987364
855,1.306358613237372
856,1.3055724398056123
857,1.304875273460918
858,1.3041062320283021
859,1.303155010457581
860,1.3018229885167236
861,1.3002783627419507
862,1.2982809633435881
863,1.2957716225929892
864,1.2926737576626524
865,1.2890899173600718
866,1.2851831489061347
867,1.2809110829134573
868,1.2762554460178857
869,1.271351693367539
870,1.2665477207072628
871,1.2622817898205498
872,1.2588802180602998
873,1.2565735058062606
874,1.2554383884007636
875,1.2552281121606503
876,1.2557173614747466
877,1.256559618076565
878,1.257763761216052
879,1.2590423809663691
880,1.260388271805692
881,1.261514480282908
882,1.262270073446236
883,1.2626089056615029
884,1.2625699723918302
885,1.2622969947842502
886,1.2620284491689786
887,1.2616811044611342
888,1.2613336359079623
889,1.2610551238401135
890,1.260816317985947
891,1.2606064657203389
892,1.26044713166055
893,1.2605037598721291
894,1.2608090969455334
895,1.2613631889982884
896,1.2619989334135737
897,1.2629948652310898
898,1.2642743791371025
899,1.2658815595247168
900,1.2677244738424285
901,1.2695337893634389
902,1.2711352552446233
903,1.2725323894300746
904,1.2736073015595482
905,1.274511403434679
906,1.275272242677105
907,1.275984947543625
908,1.2765463866329705
909,1.2770606915246348
910,1.2777722201503987
911,1.2782407099846123
912,1.2788801722713456
913,1.2796076884119603
914,1.2804018399420747
915,1.2810475941537065
916,1.281741282674213
917,1.282458461492344
918,1.283148718643684
919,1.2840883393405529
920,1.2851691178919558
921,1.286300603129293
922,1.2876368378689584
923,1.289067109718896
924,1.2904713621523363
925,1.291784386427443
926,1.2931089203483814
927,1.2945169436509871
928,1.2958914996878121
929,1.2972361825795369
930,1.298594060537812
931,1.2998208655825525
932,1.3003909416068808
933,1.30074987962823
934,1.3007921274371252
935,1.3005354145668948
936,1.299951884139927
937,1.2991711204245602
938,1.2981929449678338
939,1.2972707299469952
940,1.2962542686977343
941,1.295472719877173
942,1.2948752383086455
943,1.2940699063727619
944,1.2931974757220652
945,1.2922467055475506
946,1.2911839627518986
947,1.2897381977488824
948,1.2880430382264167
949,1.2858899065074323
950,1.2832401604364283
951,1.2802190091905241
952,1.276913186178379
953,1.2732124941614773
954,1.2689598745542312
955,1.2642446975536545
956,1.2594876874542391
957,1.2541235819601646
958,1.2481721090034787
959,1.241754921712832
960,1.2348790526166507
961,1.227678587639727
962,1.220015970836102
963,1.2122500779795995
964,1.2037953097694198
965,1.1947708797733156
966,1.1855872014409095
967,1.1759138437160186
968,1.165600699624082
969,1.1547456443335697
970,1.143302497532614
971,1.1314854189348837
972,1.119407866956288
973,1.1071620440840784
974,1.0941340019415051
975,1.0811764141905031
976,1.067809173961028
977,1.05398307987624
978,1.039943428182815
979,1.0259860476462002
980,1.0117604808392726
981,0.9972078035741289
982,0.9817798981592181
983,0.9666318840598814
984,0.9510535103848746
985,0.9353315520749671
986,0.9194893350041392
987,0.9038216345749978
988,0.8882775548071109
989,0.8725822448483369
990,0.8563770616720539
991,0.8396395200456959
992,0.8232019977977019
993,0.8067846714445518
994,0.7907053605095624
995,0.774930938309396
996,0.7592586220960875
997,0.743826996673661
998,0.7287145902951293
999,0.7138356471362318
1000,0.6994059707320867
1001,0.6854769674220245
1002,0.672028471808915
1003,0.6591920105094985
1004,0.6469654728170557
1005,0.6352384401416544
1006,0.6241992861286085
1007,0.6138444071925152
1008,0.6041627446749527
1009,0.5949741665250197
1010,0.5867555103605718
1011,0.5794342434590014
1012,0.5735734407865722
1013,0.568081918511138
1014,0.5641942868687893
1015,0.561039360167612
1016,0.5586619199191178
1017,0.5574024513443736
1018,0.556969452216823
1019,0.5577684390549419
1020,0.5600863386344399
1021,0.5634790077438283
1022,0.567621938218329
1023,0.5728294461537363
1024,0.5790532886660205
1025,0.5861281058714951
1026,0.5940396265558112
1027,0.6028264450179337
1028,0.6125941530380355
1029,0.6231241787720948
1030,0.6349206608102093
1031,0.6473447699518065
1032,0.660399314273714
1033,0.6742272916287004
1034,0.6885679418536809
1035,0.7036468561149118
1036,0.7189547722169213
1037,0.7346011270480081
1038,0.7508307300013272
1039,0.7671545837691168
1040,0.7842415255869004
1041,0.8012547983006685
1042,0.8186266753401583
1043,0.8361917567173088
1044,0.8538091078375504
1045,0.8709413061185387
1046,0.8880719096330159
1047,0.9054283660195893
1048,0.9228692076380406
1049,0.9404654780988356
1050,0.9577617905544531
1051,0.9750604999867348
1052,0.9921157834683333
1053,1.008667930596929
1054,1.0252105742538113
1055,1.0413857934599642
1056,1.0575158844386126
1057,1.07305583070612
1058,1.0883117314919868
1059,1.1034960718345843
1060,1.1178618778010525
1061,1.132344923226666
1062,1.1465443543247698
1063,1.1606640871352147
1064,1.1749383378972253
1065,1.189149455520609
1066,1.2031709304456457
1067,1.217316504494445
1068,1.2312541167651851
1069,1.2447339095416565
1070,1.2581534063192281
1071,1.2710804478750224
1072,1.2840636943094001
1073,1.2970416640058835
1074,1.3100655000236554
1075,1.3229899307854827
1076,1.3359258690032854
1077,1.3487099626812724
1078,1.361173649395316
1079,1.3733061469057297
1080,1.3855758514544954
1081,1.397612771125948
1082,1.4099084647501305
1083,1.422391022618611
1084,1.4347596495067079
1085,1.4474419615588734
1086,1.4602041568450521
1087,1.4730768430133503
1088,1.4859583488825974
1089,1.4987353036626239
1090,1.5107853936451296
1091,1.5225807911751295
1092,1.5339983956894183
1093,1.5448755819467053
1094,1.5551830235656223
1095,1.5648662757039076
1096,1.5739560482916757
1097,1.5824175625856143
1098,1.5902811177487353
1099,1.597453356198228
1100,1.6037712624634572
1101,1.609404237731309
1102,1.614112040741941
1103,1.6179239212150751
1104,1.6207563256960975
1105,1.6228857833459003
1106,1.6242088383860975
1107,1.6247989028250047
1108,1.6245574231750046
1109,1.6233983555910978
1110,1.6212854454376593
1111,1.618373347545925
1112,1.6142258994802672
1113,1.6085375331883702
1114,1.6016972537726468
1115,1.5934366460216036
1116,1.5839662091940754
1117,1.5737646731398771
1118,1.5630163380774427
1119,1.5521222220524695
1120,1.541594854508993
1121,1.531399525426505
1122,1.5219369947935737
1123,1.5132271204681729
1124,1.5055896509881947
1125,1.4984436117218736
1126,1.4923770095655613
1127,1.4870394006521739
1128,1.4825333834588361
1129,1.4788305574684026
1130,1.4758917172189707
1131,1.4736284251990472
1132,1.4722468268567888
1133,1.471834767910577
1134,1.4717722841310774
1135,1.4722089721530618
1136,1.4732983385607121
1137,1.4746709789576637
1138,1.4765285922810303
1139,1.478969592546033
1140,1.4821347722155778
1141,1.485759836543551
1142,1.4901864702935201
1143,1.4954887723736046
1144,1.5017560932339244
1145,1.508890917850317
1146,1.5170219846119686
1147,1.525603167257136
1148,1.5348703824516
1149,1.544343659372501
1150,1.553812004193513
1151,1.5630052573689264
1152,1.5716040368441477
1153,1.5793603313421678
1154,1.5861153360526867
1155,1.5921571911283214
1156,1.596974734437295
1157,1.6007003059664793
1158,1.603582195577823
1159,1.6055652709360073
1160,1.6068962353952339
1161,1.6074267873935808
1162,1.6071428983505307
1163,1.6060243745123004
1164,1.604422198233008
1165,1.6023535452135924
1166,1.5997612660865237
1167,1.5969824210056893
1168,1.5939686118425986
1169,1.590790560812338
1170,1.587357240767288
1171,1.5838772029973134
1172,1.5804381307927882
1173,1.5767539135780242
1174,1.5727373927232828
1175,1.5686012225318533
1176,1.5640881798066617
1177,1.5596144035069375
1178,1.5546964326418067
1179,1.5495130195584135
1180,1.5440277415152472
1181,1.5382187382861445
1182,1.5319473678960767
1183,1.5254762387053862
1184,1.518704759621758
1185,1.5117444524436472
1186,1.5044700609963015
1187,1.4970966640371224
1188,1.489484633627651
1189,1.4818799524053865
1190,1.4740821216893194
1191,1.4661826716138697
1192,1.4581247242304098
1193,1.4500244794907649
1194,1.442121202931557
1195,1.4343457529367754
1196,1.426801534193984
1197,1.419513645436366
1198,1.412243249253419
1199,1.4052614742358847
1200,1.3986460109106142
1201,1.3922661700614418
1202,1.3860134427932396
1203,1.3800185923343333
1204,1.3741179933739438
1205,1.3685923548298504
1206,1.3632498131134478
1207,1.3582026440886983
1208,1.3533577135823012
1209,1.3486096495771593
1210,1.3440233153654573
1211,1.3396769175887553
1212,1.3355322826102576
1213,1.331467524012004
1214,1.327491122816762
1215,1.3233667716094317
1216,1.3195455309104696
1217,1.3156300844393476
1218,1.311711273401669
1219,1.307532104416725
1220,1.3032900403021341
1221,1.2988986907090274
1222,1.2943711667704987
1223,1.2898106042604611
1224,1.2851278893172593
1225,1.280252117219856
1226,1.2752414156613954
1227,1.2700643319561535
1228,1.264802236946759
1229,1.2595734317341034
1230,1.2543445547114649
1231,1.2492084193107291
1232,1.2442683895292377
1233,1.2394793924669094
1234,1.234963684355758
1235,1.2306878708221038
1236,1.2266470699905763
1237,1.222928855756339
1238,1.2196805408053382
1239,1.2168726057042227
1240,1.2145151871912678
1241,1.2124659151310624
1242,1.210894684917725
1243,1.2098429768727217
1244,1.209129223893574
1245,1.2090038335297308
1246,1.2092096369724152
1247,1.2101189459557686
1248,1.2115893011162686
1249,1.2138045103930777
1250,1.2164379157469074
1251,1.2196647545023531
1252,1.2235357504971183
1253,1.2278127134615242
1254,1.2326590157469264
1255,1.2379876660898317
1256,1.2437407967870344
1257,1.249983513954156
1258,1.2567279123534505
1259,1.2638926571930167
1260,1.2715152005209402
1261,1.279489645111409
1262,1.2876933765896934
1263,1.2962037519578486
1264,1.3049652184586162
1265,1.3136620805187451
1266,1.3225924435197745
1267,1.3314960733114527
1268,1.3404129589184677
1269,1.3491623026981308
1270,1.357949644738139
1271,1.3669574874888322
1272,1.3760260779232982
1273,1.3851524330541383
